device_id,device_name,id,datetime,visitor_id,device_type,revenue,tax
1,Desktop,166,2019-11-03 00:00:00,48133977535357,1,311.690537687099,0.07
1,Desktop,167,2019-09-14 00:00:00,86291335955461,1,225.18370978625322,0.07
1,Desktop,176,2019-09-28 00:00:00,92028604144104,1,48.643441669440946,0.19
1,Desktop,179,2019-10-13 00:00:00,72166646925123,1,164.7538422436595,0.19
1,Desktop,187,2019-10-02 00:00:00,37199673053588,1,240.69085787934338,0.19
1,Desktop,188,2019-08-26 00:00:00,77897436341417,1,263.5874148594464,0.07
1,Desktop,190,2019-10-08 00:00:00,61217730502305,1,240.99928928705467,0.07
1,Desktop,194,2019-09-01 00:00:00,26726126683197,1,298.99950988337685,0.07
1,Desktop,195,2019-08-21 00:00:00,67272237547020,1,351.78766716022443,0.19
1,Desktop,199,2019-08-09 00:00:00,77625437166605,1,400.6823159081448,0.19
1,Desktop,204,2019-10-23 00:00:00,18382673212693,1,327.1136409814127,0.19
1,Desktop,205,2019-09-01 00:00:00,22399115224220,1,386.9332059598424,0.07
1,Desktop,208,2019-10-21 00:00:00,7382127522277,1,302.5869320977256,0.07
1,Desktop,211,2019-08-08 00:00:00,90315681642134,1,195.03361540832034,0.19
1,Desktop,219,2019-09-03 00:00:00,2086917030708,1,370.7174901276761,0.07
1,Desktop,222,2019-10-03 00:00:00,15879709360611,1,353.86086997018793,0.19
1,Desktop,227,2019-08-29 00:00:00,84614719586455,1,86.1525767591367,0.07
1,Desktop,231,2019-08-07 00:00:00,4058704125570,1,77.89070719545454,0.19
1,Desktop,235,2019-10-11 00:00:00,10827646079247,1,414.786968320216,0.07
1,Desktop,237,2019-10-05 00:00:00,13338811947619,1,389.5669712013211,0.07
1,Desktop,254,2019-08-21 00:00:00,40692451581985,1,180.21065549567282,0.19
1,Desktop,257,2019-10-01 00:00:00,80065136783836,1,323.6872034525367,0.07
1,Desktop,258,2019-10-03 00:00:00,52376183538822,1,196.08733916901843,0.19
1,Desktop,262,2019-08-30 00:00:00,59506003137877,1,292.76157847870286,0.07
1,Desktop,264,2019-09-07 00:00:00,2339074478104,1,326.2649001935787,0.19
1,Desktop,271,2019-08-31 00:00:00,44944277658386,1,292.7645201559483,0.07
1,Desktop,272,2019-10-18 00:00:00,2404178036246,1,84.50214330557667,0.07
1,Desktop,273,2019-08-18 00:00:00,96667340588795,1,248.6410103414537,0.07
1,Desktop,274,2019-09-13 00:00:00,88367278839508,1,67.89553206205146,0.07
1,Desktop,276,2019-10-02 00:00:00,60723483660888,1,222.9883090301838,0.19
1,Desktop,278,2019-11-01 00:00:00,54025513931879,1,192.10583209956164,0.19
1,Desktop,280,2019-11-02 00:00:00,97918556949769,1,58.82190285027603,0.07
1,Desktop,283,2019-09-22 00:00:00,11346661602529,1,21.30979951403051,0.19
1,Desktop,289,2019-09-08 00:00:00,35868083522548,1,261.5715442402971,0.07
1,Desktop,296,2019-08-27 00:00:00,62460955269333,1,226.67823179027195,0.19
1,Desktop,301,2019-08-21 00:00:00,45546484045065,1,222.19992885357638,0.07
1,Desktop,310,2019-09-18 00:00:00,22879843507858,1,246.52183759003526,0.07
1,Desktop,316,2019-09-22 00:00:00,28791890098995,1,9.933437413967408,0.07
1,Desktop,322,2019-10-17 00:00:00,75118531672639,1,184.79652608075102,0.19
1,Desktop,330,2019-10-23 00:00:00,72048741030221,1,144.7998339198798,0.19
1,Desktop,333,2019-09-01 00:00:00,70208224506060,1,269.95851081407193,0.19
1,Desktop,337,2019-09-04 00:00:00,9506441220753,1,24.282312067269235,0.19
1,Desktop,338,2019-10-22 00:00:00,36233404283876,1,402.2728694226513,0.19
1,Desktop,339,2019-08-22 00:00:00,16644459031305,1,77.00040247928527,0.19
1,Desktop,341,2019-10-16 00:00:00,48518617231976,1,264.0871891778633,0.19
1,Desktop,342,2019-10-19 00:00:00,27394093850491,1,231.72649950426103,0.19
1,Desktop,348,2019-08-18 00:00:00,68488525727247,1,341.9957462936845,0.19
1,Desktop,355,2019-10-16 00:00:00,2144985475998,1,274.13480164243555,0.07
1,Desktop,356,2019-08-11 00:00:00,47283822084497,1,246.93472518679286,0.19
1,Desktop,360,2019-09-04 00:00:00,29937006135175,1,154.68595708923664,0.19
1,Desktop,364,2019-10-06 00:00:00,72252710728166,1,290.6810073570762,0.07
1,Desktop,375,2019-09-17 00:00:00,49025145767044,1,53.98223614960826,0.07
1,Desktop,378,2019-08-19 00:00:00,68400291707473,1,297.6254779413496,0.19
1,Desktop,383,2019-10-17 00:00:00,31381868671164,1,303.9769252506856,0.19
1,Desktop,384,2019-08-30 00:00:00,56506946116975,1,53.374676164032344,0.19
1,Desktop,387,2019-10-26 00:00:00,7286817259293,1,81.1384073159151,0.19
1,Desktop,388,2019-11-03 00:00:00,32230429966306,1,243.16345889363137,0.07
1,Desktop,391,2019-09-03 00:00:00,80530189808403,1,143.1208546874392,0.07
1,Desktop,399,2019-08-20 00:00:00,16349588535938,1,317.80707526368076,0.19
1,Desktop,405,2019-08-24 00:00:00,19782380024377,1,360.75706189966786,0.07
1,Desktop,406,2019-09-20 00:00:00,74810646407685,1,213.50246371797235,0.19
1,Desktop,411,2019-09-02 00:00:00,98577061537531,1,152.6870943266709,0.19
1,Desktop,414,2019-09-30 00:00:00,96051679029213,1,371.9278944971829,0.07
1,Desktop,415,2019-09-12 00:00:00,84306248098237,1,354.42714856623917,0.19
1,Desktop,419,2019-10-11 00:00:00,42037646763416,1,269.49986865363184,0.19
1,Desktop,421,2019-09-08 00:00:00,49331458456556,1,252.99783955632748,0.19
1,Desktop,424,2019-09-06 00:00:00,25032876366997,1,89.01259940937669,0.19
1,Desktop,425,2019-08-09 00:00:00,35271994616383,1,347.8242088906605,0.07
1,Desktop,427,2019-08-30 00:00:00,62220033259830,1,288.05980251531224,0.19
1,Desktop,428,2019-08-30 00:00:00,1427510970926,1,257.2456607131244,0.19
1,Desktop,432,2019-08-28 00:00:00,2339074478104,1,109.40686488311982,0.07
1,Desktop,434,2019-09-25 00:00:00,48214990627462,1,87.42062938671538,0.19
1,Desktop,435,2019-10-13 00:00:00,92702223286800,1,208.27987199285857,0.19
1,Desktop,438,2019-10-19 00:00:00,29971973566884,1,295.12892997205114,0.19
1,Desktop,443,2019-10-10 00:00:00,27102214517978,1,375.93296907867705,0.19
1,Desktop,446,2019-09-25 00:00:00,76784059428101,1,242.58022491351474,0.19
1,Desktop,449,2019-08-25 00:00:00,72841262316600,1,212.90768143130188,0.07
1,Desktop,451,2019-10-19 00:00:00,30694419942062,1,63.50436279672956,0.19
1,Desktop,452,2019-10-17 00:00:00,15546067741721,1,63.77328791293046,0.07
1,Desktop,455,2019-10-20 00:00:00,97793188545422,1,353.79106076969805,0.07
1,Desktop,458,2019-10-02 00:00:00,76093463049416,1,272.941602950514,0.19
1,Desktop,460,2019-10-04 00:00:00,66024291393316,1,25.89566550956762,0.07
1,Desktop,461,2019-09-08 00:00:00,36601051764534,1,43.2907071718139,0.19
1,Desktop,463,2019-09-13 00:00:00,18693399497947,1,80.32863439111249,0.19
1,Desktop,467,2019-10-12 00:00:00,17453990351929,1,163.82098884029514,0.07
1,Desktop,472,2019-08-09 00:00:00,4174132061868,1,72.09395430283122,0.07
1,Desktop,474,2019-10-17 00:00:00,1194277518740,1,261.9066090875335,0.19
1,Desktop,475,2019-10-10 00:00:00,30086095384819,1,240.7669432701369,0.19
1,Desktop,477,2019-09-08 00:00:00,59290175985594,1,121.68149399942615,0.19
1,Desktop,483,2019-10-11 00:00:00,55890948547820,1,342.95224555791214,0.19
1,Desktop,484,2019-10-04 00:00:00,57953731343902,1,49.755424036133135,0.19
1,Desktop,491,2019-10-11 00:00:00,42635580533952,1,273.24449064905394,0.07
1,Desktop,492,2019-11-03 00:00:00,75410374507673,1,58.8582588942043,0.07
1,Desktop,495,2019-10-11 00:00:00,44685877027054,1,311.04487983766785,0.07
1,Desktop,496,2019-10-24 00:00:00,72888074260219,1,129.11898984046212,0.07
1,Desktop,502,2019-10-05 00:00:00,51574987552699,1,153.3634896151145,0.19
1,Desktop,507,2019-08-24 00:00:00,24435138275836,1,306.29126111530786,0.19
1,Desktop,510,2019-09-10 00:00:00,3899243052080,1,8.029367466915721,0.19
1,Desktop,511,2019-09-17 00:00:00,55129633864856,1,199.7744088813343,0.07
1,Desktop,513,2019-09-21 00:00:00,62698730665045,1,204.78711011398792,0.19
1,Desktop,517,2019-10-26 00:00:00,60047137166722,1,417.6067131605529,0.19
1,Desktop,523,2019-10-26 00:00:00,96117755401799,1,307.23369376063766,0.19
1,Desktop,525,2019-10-08 00:00:00,17556095599792,1,419.71388529325657,0.19
1,Desktop,527,2019-08-26 00:00:00,11270538647630,1,341.4473082775298,0.07
1,Desktop,532,2019-09-03 00:00:00,95292461209382,1,153.28329075625672,0.07
1,Desktop,537,2019-10-16 00:00:00,52063408031614,1,29.256233575330363,0.19
1,Desktop,539,2019-09-12 00:00:00,33833018349232,1,111.47275561302854,0.19
1,Desktop,540,2019-08-30 00:00:00,347905891254,1,225.79561553934195,0.07
1,Desktop,546,2019-09-15 00:00:00,80637936229531,1,326.6973241280752,0.19
1,Desktop,547,2019-09-25 00:00:00,85303600877374,1,411.214146642952,0.07
1,Desktop,548,2019-08-20 00:00:00,68478013903195,1,25.960304815288378,0.19
1,Desktop,557,2019-09-28 00:00:00,79815895274537,1,12.499456365941345,0.07
1,Desktop,558,2019-10-05 00:00:00,91794010580896,1,357.43310593237777,0.07
1,Desktop,563,2019-11-02 00:00:00,23919373273487,1,79.28162306396405,0.19
1,Desktop,575,2019-10-22 00:00:00,91931974797392,1,364.56171368491147,0.19
1,Desktop,577,2019-08-06 00:00:00,41503770103285,1,386.30583128816323,0.07
1,Desktop,581,2019-08-18 00:00:00,64103041617809,1,360.7584368157532,0.07
1,Desktop,585,2019-09-01 00:00:00,21426907304644,1,345.3734868396886,0.07
1,Desktop,588,2019-10-30 00:00:00,84744045472749,1,110.77792657913923,0.19
1,Desktop,590,2019-08-11 00:00:00,4942622645162,1,371.60128092043396,0.19
1,Desktop,592,2019-09-21 00:00:00,5319379599401,1,172.35903457784724,0.07
1,Desktop,593,2019-10-10 00:00:00,56441911134948,1,77.5867007337698,0.07
1,Desktop,595,2019-10-07 00:00:00,16869537419352,1,231.14994777486046,0.19
1,Desktop,599,2019-08-29 00:00:00,53067635695797,1,388.80218090041075,0.19
1,Desktop,601,2019-10-07 00:00:00,68426833880194,1,194.49939848524608,0.19
1,Desktop,603,2019-09-07 00:00:00,8817779294713,1,330.1430092794029,0.19
1,Desktop,604,2019-08-26 00:00:00,42325377793163,1,289.5914389463649,0.07
1,Desktop,605,2019-10-16 00:00:00,84744045472749,1,250.30935968811153,0.07
1,Desktop,609,2019-09-21 00:00:00,52130267774035,1,40.850146951756244,0.19
1,Desktop,611,2019-09-07 00:00:00,92028604144104,1,374.81895995598865,0.19
1,Desktop,616,2019-09-24 00:00:00,63379528476523,1,218.14794456224627,0.19
1,Desktop,617,2019-08-29 00:00:00,26879060198295,1,251.1119734491798,0.07
1,Desktop,622,2019-10-07 00:00:00,71267098590165,1,127.7723767470919,0.19
1,Desktop,628,2019-09-05 00:00:00,67204524028111,1,40.34849895141371,0.19
1,Desktop,630,2019-08-09 00:00:00,11548698009783,1,137.30287274453707,0.07
1,Desktop,638,2019-10-17 00:00:00,96395683384176,1,31.92499961481849,0.07
1,Desktop,645,2019-10-10 00:00:00,85329349401224,1,357.24796292088325,0.07
1,Desktop,647,2019-09-02 00:00:00,79391122770262,1,115.22185325154251,0.07
1,Desktop,653,2019-10-22 00:00:00,60233157071797,1,59.907707428369335,0.19
1,Desktop,660,2019-09-01 00:00:00,72723774397808,1,228.02832686794204,0.19
1,Desktop,664,2019-08-31 00:00:00,92791518506689,1,309.3480920766404,0.07
1,Desktop,666,2019-09-04 00:00:00,76949673186214,1,292.07503389303395,0.19
1,Desktop,671,2019-09-04 00:00:00,99882032967955,1,115.1000309900056,0.19
1,Desktop,673,2019-10-11 00:00:00,48076008851343,1,138.08618466180508,0.19
1,Desktop,674,2019-08-29 00:00:00,45758483009125,1,363.34328049768953,0.07
1,Desktop,675,2019-10-05 00:00:00,42221124483182,1,55.35777957665779,0.19
1,Desktop,677,2019-10-12 00:00:00,37826433035433,1,199.57087492322378,0.07
1,Desktop,687,2019-10-30 00:00:00,13585562094666,1,409.8322834697733,0.19
1,Desktop,688,2019-08-22 00:00:00,74929356110456,1,172.2775021197135,0.19
1,Desktop,698,2019-09-22 00:00:00,60963276575017,1,417.69231045653424,0.07
1,Desktop,701,2019-10-16 00:00:00,25121155305913,1,356.7580744327349,0.19
1,Desktop,702,2019-08-13 00:00:00,6224970231388,1,218.3979406648727,0.19
1,Desktop,708,2019-10-15 00:00:00,59031733116584,1,61.086165015562855,0.07
1,Desktop,709,2019-10-21 00:00:00,5008607746136,1,189.58156027534488,0.07
1,Desktop,710,2019-09-01 00:00:00,90472665013773,1,52.957617621349556,0.19
1,Desktop,712,2019-09-05 00:00:00,11346661602529,1,161.48888372885054,0.19
1,Desktop,713,2019-08-13 00:00:00,78907852066092,1,130.79145773165376,0.07
1,Desktop,714,2019-08-19 00:00:00,56440356877740,1,36.0394691284417,0.07
1,Desktop,716,2019-09-03 00:00:00,55205486927962,1,257.59728753938083,0.19
1,Desktop,726,2019-10-18 00:00:00,96310795635244,1,159.13820284047387,0.19
1,Desktop,727,2019-08-23 00:00:00,5538355925325,1,346.5388897565687,0.07
1,Desktop,729,2019-09-30 00:00:00,52069994340807,1,114.25403397537323,0.19
1,Desktop,731,2019-08-31 00:00:00,68089608114816,1,89.99758195280056,0.19
1,Desktop,744,2019-10-03 00:00:00,24933792135533,1,347.50681981959616,0.07
1,Desktop,753,2019-08-17 00:00:00,39342111339071,1,138.18331681574404,0.07
1,Desktop,754,2019-09-27 00:00:00,11869588401311,1,278.1663396718681,0.19
1,Desktop,760,2019-08-12 00:00:00,3979029989679,1,297.81206052724514,0.07
1,Desktop,768,2019-08-09 00:00:00,38984898671458,1,94.01031148814715,0.07
1,Desktop,771,2019-10-15 00:00:00,76949673186214,1,214.44553576760907,0.07
1,Desktop,774,2019-09-19 00:00:00,13244069602772,1,370.25444869372285,0.07
1,Desktop,777,2019-10-25 00:00:00,58232571788520,1,174.6588818376603,0.07
1,Desktop,781,2019-10-02 00:00:00,33826122967226,1,319.24923692166794,0.19
1,Desktop,784,2019-09-17 00:00:00,77954744812625,1,51.6225974911073,0.19
1,Desktop,794,2019-10-26 00:00:00,40293964423144,1,54.743288911061455,0.19
1,Desktop,799,2019-09-14 00:00:00,42221124483182,1,170.4820851990583,0.07
1,Desktop,801,2019-09-23 00:00:00,83396756579256,1,93.84976371614971,0.19
1,Desktop,806,2019-10-03 00:00:00,36983340838310,1,305.10716833547224,0.07
1,Desktop,818,2019-09-17 00:00:00,17251621323359,1,146.99918892439047,0.19
1,Desktop,823,2019-09-08 00:00:00,60335392323418,1,201.845469621463,0.07
1,Desktop,833,2019-08-21 00:00:00,24286534524890,1,310.7997159040929,0.19
1,Desktop,838,2019-08-14 00:00:00,6795010069992,1,122.70041826411179,0.07
1,Desktop,839,2019-08-13 00:00:00,77268027062040,1,210.95347187817137,0.19
1,Desktop,840,2019-09-17 00:00:00,75755851929693,1,51.25391384947229,0.19
1,Desktop,841,2019-09-27 00:00:00,57002670501313,1,283.42435130876265,0.19
1,Desktop,848,2019-11-02 00:00:00,49415932642098,1,262.3715209746877,0.07
1,Desktop,852,2019-09-20 00:00:00,97394392127922,1,310.68094863718073,0.07
1,Desktop,853,2019-10-22 00:00:00,85025521041544,1,250.25798598588617,0.07
1,Desktop,855,2019-09-05 00:00:00,88467278787671,1,415.6607553641997,0.07
1,Desktop,856,2019-08-24 00:00:00,73304310970860,1,53.232569232351466,0.07
1,Desktop,857,2019-10-06 00:00:00,67177885726944,1,365.76786528272925,0.19
1,Desktop,859,2019-10-22 00:00:00,46735096856415,1,399.83894173746125,0.07
1,Desktop,864,2019-10-08 00:00:00,65534869588802,1,62.57994085744403,0.07
1,Desktop,869,2019-11-01 00:00:00,11507595537152,1,157.1214778872822,0.07
1,Desktop,873,2019-08-10 00:00:00,91203681199771,1,1.87180722313196,0.19
1,Desktop,874,2019-10-12 00:00:00,4877495824848,1,60.0835996152903,0.19
1,Desktop,881,2019-08-12 00:00:00,48389266874447,1,24.71178428610827,0.19
1,Desktop,883,2019-09-11 00:00:00,1342407297569,1,408.0109461411713,0.19
1,Desktop,894,2019-11-03 00:00:00,51080034023451,1,76.61953216312509,0.19
1,Desktop,897,2019-08-23 00:00:00,3030664548551,1,168.1309933699396,0.07
1,Desktop,907,2019-10-25 00:00:00,65124294188244,1,256.0719662433312,0.07
1,Desktop,908,2019-09-04 00:00:00,62220033259830,1,106.89432481418704,0.19
1,Desktop,909,2019-08-15 00:00:00,70661177473294,1,381.2432550640908,0.19
1,Desktop,914,2019-08-21 00:00:00,90988844405428,1,165.49095977935252,0.07
1,Desktop,918,2019-09-01 00:00:00,64439865721597,1,123.75767292171251,0.19
1,Desktop,930,2019-10-06 00:00:00,21596513743966,1,252.84977329693956,0.07
1,Desktop,933,2019-10-30 00:00:00,65438226566028,1,49.147558496003995,0.19
1,Desktop,938,2019-11-03 00:00:00,32892103788094,1,247.09287837226688,0.07
1,Desktop,941,2019-08-12 00:00:00,73358493495996,1,388.33218987941376,0.19
1,Desktop,942,2019-08-23 00:00:00,53186872252244,1,408.3507759091838,0.07
1,Desktop,948,2019-09-24 00:00:00,43480924951435,1,144.30977989757454,0.19
1,Desktop,958,2019-09-08 00:00:00,72714931690865,1,126.44487488276299,0.07
1,Desktop,959,2019-08-10 00:00:00,90888694432015,1,302.7603397574547,0.19
1,Desktop,964,2019-09-22 00:00:00,88056017731488,1,255.10174134711764,0.19
1,Desktop,967,2019-09-01 00:00:00,63760843081902,1,332.168699038516,0.19
1,Desktop,974,2019-09-12 00:00:00,88398451046126,1,20.64164480525986,0.19
1,Desktop,980,2019-10-28 00:00:00,47910103314482,1,257.9555792703621,0.19
1,Desktop,982,2019-10-28 00:00:00,30093703635883,1,182.84563599494632,0.19
1,Desktop,985,2019-08-21 00:00:00,68353914280837,1,140.0603997910893,0.19
1,Desktop,988,2019-10-01 00:00:00,8281037412328,1,134.89172445262892,0.07
1,Desktop,994,2019-08-29 00:00:00,22961606968978,1,418.64424526344635,0.07
1,Desktop,997,2019-10-17 00:00:00,43753632809176,1,25.47184606186994,0.07
1,Desktop,998,2019-10-01 00:00:00,78424877660206,1,387.4534034228323,0.07
1,Desktop,1012,2019-09-27 00:00:00,78571540704760,1,47.04878407345514,0.07
1,Desktop,1013,2019-11-01 00:00:00,96640897714443,1,252.9514662488181,0.19
1,Desktop,1015,2019-09-02 00:00:00,32307462448541,1,264.2374468076308,0.07
1,Desktop,1016,2019-10-13 00:00:00,47835743176359,1,169.95828126241616,0.19
1,Desktop,1025,2019-10-07 00:00:00,37295627142155,1,407.295128610832,0.19
1,Desktop,1029,2019-09-14 00:00:00,25448430612017,1,87.95236270207306,0.07
1,Desktop,1034,2019-09-03 00:00:00,53508804122862,1,233.36195023965422,0.07
1,Desktop,1035,2019-09-10 00:00:00,39895860787460,1,244.54748697916432,0.07
1,Desktop,1038,2019-09-05 00:00:00,74815200313453,1,375.436581917689,0.07
1,Desktop,1045,2019-09-25 00:00:00,18830896993313,1,164.8886380647134,0.07
1,Desktop,1049,2019-09-20 00:00:00,2404178036246,1,148.94930961889315,0.19
1,Desktop,1051,2019-08-17 00:00:00,93572413565367,1,312.6591184307534,0.19
1,Desktop,1052,2019-09-04 00:00:00,84882876756187,1,74.40735307502989,0.19
1,Desktop,1054,2019-09-08 00:00:00,73930072469582,1,353.5475328686108,0.07
1,Desktop,1056,2019-08-17 00:00:00,88719422263938,1,228.8151993977883,0.07
1,Desktop,1057,2019-08-25 00:00:00,92862483328878,1,72.19772921375132,0.19
1,Desktop,1060,2019-09-16 00:00:00,35475628060412,1,403.86570968910416,0.19
1,Desktop,1063,2019-10-14 00:00:00,54175699294235,1,180.59034365428087,0.07
1,Desktop,1064,2019-09-18 00:00:00,37826433035433,1,281.49964822648195,0.07
1,Desktop,1065,2019-09-20 00:00:00,4665941795274,1,234.4767018289178,0.19
1,Desktop,1069,2019-09-05 00:00:00,5065699295963,1,325.8364248912073,0.07
1,Desktop,1070,2019-08-28 00:00:00,94148266922328,1,214.82553580932972,0.19
1,Desktop,1071,2019-08-21 00:00:00,80221992668689,1,344.28613266458433,0.07
1,Desktop,1072,2019-10-05 00:00:00,22527063937238,1,132.3802778212302,0.07
1,Desktop,1073,2019-10-30 00:00:00,58842702930670,1,343.710277694948,0.19
1,Desktop,1075,2019-11-01 00:00:00,32102818321659,1,17.815250932627713,0.19
1,Desktop,1080,2019-10-05 00:00:00,45193766493911,1,208.94061904601233,0.19
1,Desktop,1082,2019-10-25 00:00:00,60412089374438,1,46.41968643605538,0.07
1,Desktop,1083,2019-08-10 00:00:00,59020754453312,1,324.69147735785685,0.19
1,Desktop,1086,2019-09-26 00:00:00,74032376396504,1,201.81919456693305,0.07
1,Desktop,1090,2019-10-15 00:00:00,11346661602529,1,175.41730310977871,0.19
1,Desktop,1093,2019-09-04 00:00:00,29545492694555,1,349.99809460621225,0.07
1,Desktop,1098,2019-09-18 00:00:00,33490195097988,1,420.5694064181499,0.19
1,Desktop,1099,2019-10-13 00:00:00,61159460340600,1,213.83969633104329,0.19
1,Desktop,1101,2019-08-12 00:00:00,34758952572850,1,83.39801288402452,0.19
1,Desktop,1108,2019-08-07 00:00:00,58003310774462,1,262.15537425382195,0.07
1,Desktop,1110,2019-08-15 00:00:00,75913244253702,1,14.598939259882062,0.19
1,Desktop,1115,2019-10-02 00:00:00,11112899687692,1,312.2867047111739,0.07
1,Desktop,1116,2019-10-18 00:00:00,14125283964321,1,86.55704548459424,0.19
1,Desktop,1123,2019-11-01 00:00:00,93194297258370,1,129.3448949068437,0.19
1,Desktop,1125,2019-08-27 00:00:00,17260591038477,1,4.147692315230529,0.07
1,Desktop,1126,2019-10-15 00:00:00,5337554742103,1,313.190749147253,0.07
1,Desktop,1127,2019-10-14 00:00:00,57600634861198,1,288.62077156774444,0.19
1,Desktop,1128,2019-10-23 00:00:00,60229502330758,1,279.59342136634365,0.07
1,Desktop,1129,2019-09-19 00:00:00,83405914494207,1,141.5785022654438,0.19
1,Desktop,1132,2019-10-28 00:00:00,68366041950282,1,276.4185057440188,0.07
1,Desktop,1137,2019-11-02 00:00:00,76641665169770,1,99.09637228750573,0.07
1,Desktop,1139,2019-10-29 00:00:00,18382673212693,1,81.1879126735254,0.19
1,Desktop,1141,2019-08-23 00:00:00,61198519330067,1,214.3275497785653,0.07
1,Desktop,1144,2019-10-08 00:00:00,2044117019336,1,135.43590656828133,0.07
1,Desktop,1149,2019-10-24 00:00:00,76093463049416,1,414.4880438028027,0.19
1,Desktop,1151,2019-10-08 00:00:00,36601051764534,1,144.26849425360953,0.19
1,Desktop,1160,2019-10-15 00:00:00,18384947697526,1,92.51794316713418,0.19
1,Desktop,1162,2019-10-17 00:00:00,20075326831223,1,375.9788789783678,0.07
1,Desktop,1171,2019-08-10 00:00:00,88151338068219,1,200.1902807156473,0.07
1,Desktop,1177,2019-11-01 00:00:00,32378971443683,1,144.12587625473498,0.19
1,Desktop,1178,2019-10-29 00:00:00,11649108962098,1,101.86416080088424,0.07
1,Desktop,1179,2019-10-19 00:00:00,82125459223668,1,303.0353025064248,0.07
1,Desktop,1180,2019-09-03 00:00:00,81411094580496,1,411.2569117078349,0.07
1,Desktop,1182,2019-08-14 00:00:00,33969270952950,1,27.126875467362606,0.07
1,Desktop,1185,2019-09-25 00:00:00,83240693556140,1,12.002256984959088,0.19
1,Desktop,1193,2019-10-13 00:00:00,58394180317408,1,293.6688416304965,0.07
1,Desktop,1199,2019-10-10 00:00:00,69989493689646,1,373.24861639218966,0.07
1,Desktop,1202,2019-08-30 00:00:00,81429640855024,1,304.0739559203737,0.07
1,Desktop,1204,2019-10-05 00:00:00,44332479533324,1,337.49002664250025,0.19
1,Desktop,1208,2019-08-16 00:00:00,37674515794558,1,45.63378411690978,0.19
1,Desktop,1213,2019-10-09 00:00:00,69472174452013,1,152.68538776397466,0.07
1,Desktop,1215,2019-09-10 00:00:00,82870136061479,1,281.6671259256445,0.07
1,Desktop,1218,2019-10-09 00:00:00,89468185343231,1,407.53117765308457,0.07
1,Desktop,1221,2019-09-27 00:00:00,90645917356494,1,30.066700183977453,0.19
1,Desktop,1222,2019-10-08 00:00:00,7280108930248,1,346.6816756383287,0.07
